0,600,600,600,600,north,clockwise,2
0,600,600,600,600,north,counterclockwise,1
0,600,600,600,600,south,clockwise,1
0,600,600,600,600,south,counterclockwise,3
0,600,600,600,600,east,clockwise,3
0,600,600,600,600,east,counterclockwise,3
0,600,600,600,600,west,clockwise,1
0,600,600,600,600,west,counterclockwise,2
0,600,600,600,1000,north,clockwise,1
0,600,600,600,1000,north,counterclockwise,2
0,600,600,600,1000,south,clockwise,1
0,600,600,600,1000,south,counterclockwise,0
0,600,600,600,1000,east,clockwise,0
0,600,600,600,1000,east,counterclockwise,0
0,600,600,600,1000,west,clockwise,2
0,600,600,600,1000,west,counterclockwise,0
0,600,600,1000,600,north,clockwise,0
0,600,600,1000,600,north,counterclockwise,3
0,600,600,1000,600,south,clockwise,0
0,600,600,1000,600,south,counterclockwise,0
0,600,600,1000,600,east,clockwise,4
0,600,600,1000,600,east,counterclockwise,1
0,600,600,1000,600,west,clockwise,2
0,600,600,1000,600,west,counterclockwise,0
0,600,600,1000,1000,north,clockwise,0
0,600,600,1000,1000,north,counterclockwise,0
0,600,600,1000,1000,south,clockwise,0
0,600,600,1000,1000,south,counterclockwise,1
0,600,600,1000,1000,east,clockwise,3
0,600,600,1000,1000,east,counterclockwise,1
0,600,600,1000,1000,west,clockwise,2
0,600,600,1000,1000,west,counterclockwise,5
0,600,1000,600,600,north,clockwise,3
0,600,1000,600,600,north,counterclockwise,5
0,600,1000,600,600,south,clockwise,2
0,600,1000,600,600,south,counterclockwise,3
0,600,1000,600,600,east,clockwise,2
0,600,1000,600,600,east,counterclockwise,3
0,600,1000,600,600,west,clockwise,3
0,600,1000,600,600,west,counterclockwise,3
0,600,1000,600,1000,north,clockwise,2
0,600,1000,600,1000,north,counterclockwise,4
0,600,1000,600,1000,south,clockwise,0
0,600,1000,600,1000,south,counterclockwise,0
0,600,1000,600,1000,east,clockwise,2
0,600,1000,600,1000,east,counterclockwise,2
0,600,1000,600,1000,west,clockwise,1
0,600,1000,600,1000,west,counterclockwise,4
0,600,1000,1000,600,north,clockwise,0
0,600,1000,1000,600,north,counterclockwise,5
0,600,1000,1000,600,south,clockwise,2
0,600,1000,1000,600,south,counterclockwise,1
0,600,1000,1000,600,east,clockwise,2
0,600,1000,1000,600,east,counterclockwise,0
0,600,1000,1000,600,west,clockwise,3
0,600,1000,1000,600,west,counterclockwise,2
0,600,1000,1000,1000,north,clockwise,5
0,600,1000,1000,1000,north,counterclockwise,1
0,600,1000,1000,1000,south,clockwise,1
0,600,1000,1000,1000,south,counterclockwise,1
0,600,1000,1000,1000,east,clockwise,5
0,600,1000,1000,1000,east,counterclockwise,1
0,600,1000,1000,1000,west,clockwise,4
0,600,1000,1000,1000,west,counterclockwise,1
0,1000,600,600,600,north,clockwise,0
0,1000,600,600,600,north,counterclockwise,2
0,1000,600,600,600,south,clockwise,4
0,1000,600,600,600,south,counterclockwise,0
0,1000,600,600,600,east,clockwise,2
0,1000,600,600,600,east,counterclockwise,2
0,1000,600,600,600,west,clockwise,3
0,1000,600,600,600,west,counterclockwise,3
0,1000,600,600,1000,north,clockwise,2
0,1000,600,600,1000,north,counterclockwise,3
0,1000,600,600,1000,south,clockwise,0
0,1000,600,600,1000,south,counterclockwise,3
0,1000,600,600,1000,east,clockwise,2
0,1000,600,600,1000,east,counterclockwise,1
0,1000,600,600,1000,west,clockwise,1
0,1000,600,600,1000,west,counterclockwise,4
0,1000,600,1000,600,north,clockwise,0
0,1000,600,1000,600,north,counterclockwise,1
0,1000,600,1000,600,south,clockwise,2
0,1000,600,1000,600,south,counterclockwise,0
0,1000,600,1000,600,east,clockwise,0
0,1000,600,1000,600,east,counterclockwise,4
0,1000,600,1000,600,west,clockwise,0
0,1000,600,1000,600,west,counterclockwise,1
0,1000,600,1000,1000,north,clockwise,1
0,1000,600,1000,1000,north,counterclockwise,3
0,1000,600,1000,1000,south,clockwise,2
0,1000,600,1000,1000,south,counterclockwise,3
0,1000,600,1000,1000,east,clockwise,0
0,1000,600,1000,1000,east,counterclockwise,0
0,1000,600,1000,1000,west,clockwise,4
0,1000,600,1000,1000,west,counterclockwise,2
0,1000,1000,600,600,north,clockwise,5
0,1000,1000,600,600,north,counterclockwise,2
0,1000,1000,600,600,south,clockwise,3
0,1000,1000,600,600,south,counterclockwise,3
0,1000,1000,600,600,east,clockwise,0
0,1000,1000,600,600,east,counterclockwise,1
0,1000,1000,600,600,west,clockwise,3
0,1000,1000,600,600,west,counterclockwise,3
0,1000,1000,600,1000,north,clockwise,2
0,1000,1000,600,1000,north,counterclockwise,1
0,1000,1000,600,1000,south,clockwise,2
0,1000,1000,600,1000,south,counterclockwise,3
0,1000,1000,600,1000,east,clockwise,1
0,1000,1000,600,1000,east,counterclockwise,1
0,1000,1000,600,1000,west,clockwise,4
0,1000,1000,600,1000,west,counterclockwise,1
0,1000,1000,1000,600,north,clockwise,5
0,1000,1000,1000,600,north,counterclockwise,1
0,1000,1000,1000,600,south,clockwise,0
0,1000,1000,1000,600,south,counterclockwise,5
0,1000,1000,1000,600,east,clockwise,4
0,1000,1000,1000,600,east,counterclockwise,3
0,1000,1000,1000,600,west,clockwise,2
0,1000,1000,1000,600,west,counterclockwise,3
0,1000,1000,1000,1000,north,clockwise,2
0,1000,1000,1000,1000,north,counterclockwise,0
0,1000,1000,1000,1000,south,clockwise,3
0,1000,1000,1000,1000,south,counterclockwise,5
0,1000,1000,1000,1000,east,clockwise,3
0,1000,1000,1000,1000,east,counterclockwise,3
0,1000,1000,1000,1000,west,clockwise,5
0,1000,1000,1000,1000,west,counterclockwise,1
1,600,600,600,600,north,clockwise,3
1,600,600,600,600,north,counterclockwise,1
1,600,600,600,600,south,clockwise,3
1,600,600,600,600,south,counterclockwise,3
1,600,600,600,600,east,clockwise,3
1,600,600,600,600,east,counterclockwise,0
1,600,600,600,600,west,clockwise,2
1,600,600,600,600,west,counterclockwise,1
1,600,600,600,1000,north,clockwise,3
1,600,600,600,1000,north,counterclockwise,1
1,600,600,600,1000,south,clockwise,1
1,600,600,600,1000,south,counterclockwise,1
1,600,600,600,1000,east,clockwise,0
1,600,600,600,1000,east,counterclockwise,1
1,600,600,600,1000,west,clockwise,0
1,600,600,600,1000,west,counterclockwise,1
1,600,600,1000,600,north,clockwise,2
1,600,600,1000,600,north,counterclockwise,2
1,600,600,1000,600,south,clockwise,2
1,600,600,1000,600,south,counterclockwise,3
1,600,600,1000,600,east,clockwise,5
1,600,600,1000,600,east,counterclockwise,3
1,600,600,1000,600,west,clockwise,0
1,600,600,1000,600,west,counterclockwise,0
1,600,600,1000,1000,north,clockwise,0
1,600,600,1000,1000,north,counterclockwise,2
1,600,600,1000,1000,south,clockwise,1
1,600,600,1000,1000,south,counterclockwise,0
1,600,600,1000,1000,east,clockwise,3
1,600,600,1000,1000,east,counterclockwise,5
1,600,600,1000,1000,west,clockwise,2
1,600,600,1000,1000,west,counterclockwise,0
1,600,1000,600,600,north,clockwise,2
1,600,1000,600,600,north,counterclockwise,1
1,600,1000,600,600,south,clockwise,3
1,600,1000,600,600,south,counterclockwise,3
1,600,1000,600,600,east,clockwise,1
1,600,1000,600,600,east,counterclockwise,2
1,600,1000,600,600,west,clockwise,0
1,600,1000,600,600,west,counterclockwise,2
1,600,1000,600,1000,north,clockwise,3
1,600,1000,600,1000,north,counterclockwise,4
1,600,1000,600,1000,south,clockwise,2
1,600,1000,600,1000,south,counterclockwise,2
1,600,1000,600,1000,east,clockwise,0
1,600,1000,600,1000,east,counterclockwise,1
1,600,1000,600,1000,west,clockwise,1
1,600,1000,600,1000,west,counterclockwise,0
1,600,1000,1000,600,north,clockwise,1
1,600,1000,1000,600,north,counterclockwise,4
1,600,1000,1000,600,south,clockwise,0
1,600,1000,1000,600,south,counterclockwise,0
1,600,1000,1000,600,east,clockwise,4
1,600,1000,1000,600,east,counterclockwise,4
1,600,1000,1000,600,west,clockwise,3
1,600,1000,1000,600,west,counterclockwise,2
1,600,1000,1000,1000,north,clockwise,2
1,600,1000,1000,1000,north,counterclockwise,4
1,600,1000,1000,1000,south,clockwise,3
1,600,1000,1000,1000,south,counterclockwise,3
1,600,1000,1000,1000,east,clockwise,3
1,600,1000,1000,1000,east,counterclockwise,2
1,600,1000,1000,1000,west,clockwise,0
1,600,1000,1000,1000,west,counterclockwise,0
1,1000,600,600,600,north,clockwise,1
1,1000,600,600,600,north,counterclockwise,3
1,1000,600,600,600,south,clockwise,3
1,1000,600,600,600,south,counterclockwise,4
1,1000,600,600,600,east,clockwise,1
1,1000,600,600,600,east,counterclockwise,2
1,1000,600,600,600,west,clockwise,1
1,1000,600,600,600,west,counterclockwise,0
1,1000,600,600,1000,north,clockwise,2
1,1000,600,600,1000,north,counterclockwise,3
1,1000,600,600,1000,south,clockwise,5
1,1000,600,600,1000,south,counterclockwise,4
1,1000,600,600,1000,east,clockwise,1
1,1000,600,600,1000,east,counterclockwise,1
1,1000,600,600,1000,west,clockwise,0
1,1000,600,600,1000,west,counterclockwise,0
1,1000,600,1000,600,north,clockwise,3
1,1000,600,1000,600,north,counterclockwise,0
1,1000,600,1000,600,south,clockwise,5
1,1000,600,1000,600,south,counterclockwise,2
1,1000,600,1000,600,east,clockwise,4
1,1000,600,1000,600,east,counterclockwise,1
1,1000,600,1000,600,west,clockwise,3
1,1000,600,1000,600,west,counterclockwise,2
1,1000,600,1000,1000,north,clockwise,3
1,1000,600,1000,1000,north,counterclockwise,2
1,1000,600,1000,1000,south,clockwise,1
1,1000,600,1000,1000,south,counterclockwise,5
1,1000,600,1000,1000,east,clockwise,0
1,1000,600,1000,1000,east,counterclockwise,2
1,1000,600,1000,1000,west,clockwise,0
1,1000,600,1000,1000,west,counterclockwise,2
1,1000,1000,600,600,north,clockwise,2
1,1000,1000,600,600,north,counterclockwise,3
1,1000,1000,600,600,south,clockwise,3
1,1000,1000,600,600,south,counterclockwise,5
1,1000,1000,600,600,east,clockwise,2
1,1000,1000,600,600,east,counterclockwise,0
1,1000,1000,600,600,west,clockwise,0
1,1000,1000,600,600,west,counterclockwise,1
1,1000,1000,600,1000,north,clockwise,1
1,1000,1000,600,1000,north,counterclockwise,1
1,1000,1000,600,1000,south,clockwise,5
1,1000,1000,600,1000,south,counterclockwise,0
1,1000,1000,600,1000,east,clockwise,1
1,1000,1000,600,1000,east,counterclockwise,0
1,1000,1000,600,1000,west,clockwise,3
1,1000,1000,600,1000,west,counterclockwise,3
1,1000,1000,1000,600,north,clockwise,4
1,1000,1000,1000,600,north,counterclockwise,3
1,1000,1000,1000,600,south,clockwise,0
1,1000,1000,1000,600,south,counterclockwise,1
1,1000,1000,1000,600,east,clockwise,4
1,1000,1000,1000,600,east,counterclockwise,2
1,1000,1000,1000,600,west,clockwise,0
1,1000,1000,1000,600,west,counterclockwise,2
1,1000,1000,1000,1000,north,clockwise,2
1,1000,1000,1000,1000,north,counterclockwise,5
1,1000,1000,1000,1000,south,clockwise,1
1,1000,1000,1000,1000,south,counterclockwise,5
1,1000,1000,1000,1000,east,clockwise,2
1,1000,1000,1000,1000,east,counterclockwise,5
1,1000,1000,1000,1000,west,clockwise,3
1,1000,1000,1000,1000,west,counterclockwise,1
7,600,600,600,600,north,clockwise,2
7,600,600,600,600,north,counterclockwise,2
7,600,600,600,600,south,clockwise,1
7,600,600,600,600,south,counterclockwise,3
7,600,600,600,600,east,clockwise,2
7,600,600,600,600,east,counterclockwise,3
7,600,600,600,600,west,clockwise,1
7,600,600,600,600,west,counterclockwise,1
7,600,600,600,1000,north,clockwise,3
7,600,600,600,1000,north,counterclockwise,0
7,600,600,600,1000,south,clockwise,0
7,600,600,600,1000,south,counterclockwise,1
7,600,600,600,1000,east,clockwise,2
7,600,600,600,1000,east,counterclockwise,0
7,600,600,600,1000,west,clockwise,3
7,600,600,600,1000,west,counterclockwise,5
7,600,600,1000,600,north,clockwise,1
7,600,600,1000,600,north,counterclockwise,1
7,600,600,1000,600,south,clockwise,2
7,600,600,1000,600,south,counterclockwise,3
