0,clockwise,600,600,600,600,south,0,open_0000[south/cw],1.250000,0.303000,3.141593
1,clockwise,600,600,600,600,south,1,open_0001[south/cw],1.750000,0.303000,3.141593
2,clockwise,600,600,600,600,south,2,open_0002[south/cw],1.250000,0.497000,3.141593
3,clockwise,600,600,600,600,south,3,open_0003[south/cw],1.750000,0.497000,3.141593
4,clockwise,600,600,600,600,north,0,open_0004[north/cw],1.250000,2.697000,0.000000
5,clockwise,600,600,600,600,north,1,open_0005[north/cw],1.750000,2.697000,0.000000
6,clockwise,600,600,600,600,north,2,open_0006[north/cw],1.250000,2.503000,0.000000
7,clockwise,600,600,600,600,north,3,open_0007[north/cw],1.750000,2.503000,0.000000
8,clockwise,600,600,600,600,east,0,open_0008[east/cw],2.697000,1.250000,-1.570796
9,clockwise,600,600,600,600,east,1,open_0009[east/cw],2.697000,1.750000,-1.570796
10,clockwise,600,600,600,600,east,2,open_0010[east/cw],2.503000,1.250000,-1.570796
11,clockwise,600,600,600,600,east,3,open_0011[east/cw],2.503000,1.750000,-1.570796
12,clockwise,600,600,600,600,west,0,open_0012[west/cw],0.303000,1.250000,1.570796
13,clockwise,600,600,600,600,west,1,open_0013[west/cw],0.303000,1.750000,1.570796
14,clockwise,600,600,600,600,west,2,open_0014[west/cw],0.497000,1.250000,1.570796
15,clockwise,600,600,600,600,west,3,open_0015[west/cw],0.497000,1.750000,1.570796
16,clockwise,1000,600,600,600,south,0,open_0016[south/cw],1.250000,0.303000,3.141593
17,clockwise,1000,600,600,600,south,1,open_0017[south/cw],1.750000,0.303000,3.141593
18,clockwise,1000,600,600,600,south,2,open_0018[south/cw],1.250000,0.497000,3.141593
19,clockwise,1000,600,600,600,south,3,open_0019[south/cw],1.750000,0.497000,3.141593
20,clockwise,1000,600,600,600,south,4,open_0020[south/cw],1.250000,0.697000,3.141593
21,clockwise,1000,600,600,600,south,5,open_0021[south/cw],1.750000,0.697000,3.141593
22,clockwise,1000,600,600,600,north,0,open_0022[north/cw],1.250000,2.697000,0.000000
23,clockwise,1000,600,600,600,north,1,open_0023[north/cw],1.750000,2.697000,0.000000
24,clockwise,1000,600,600,600,north,2,open_0024[north/cw],1.250000,2.503000,0.000000
25,clockwise,1000,600,600,600,north,3,open_0025[north/cw],1.750000,2.503000,0.000000
26,clockwise,1000,600,600,600,east,0,open_0026[east/cw],2.697000,1.250000,-1.570796
27,clockwise,1000,600,600,600,east,1,open_0027[east/cw],2.697000,1.750000,-1.570796
28,clockwise,1000,600,600,600,east,2,open_0028[east/cw],2.503000,1.250000,-1.570796
29,clockwise,1000,600,600,600,east,3,open_0029[east/cw],2.503000,1.750000,-1.570796
30,clockwise,1000,600,600,600,west,0,open_0030[west/cw],0.303000,1.250000,1.570796
31,clockwise,1000,600,600,600,west,1,open_0031[west/cw],0.303000,1.750000,1.570796
32,clockwise,1000,600,600,600,west,2,open_0032[west/cw],0.497000,1.250000,1.570796
33,clockwise,1000,600,600,600,west,3,open_0033[west/cw],0.497000,1.750000,1.570796
34,clockwise,600,1000,600,600,south,0,open_0034[south/cw],1.250000,0.303000,3.141593
35,clockwise,600,1000,600,600,south,1,open_0035[south/cw],1.750000,0.303000,3.141593
36,clockwise,600,1000,600,600,south,2,open_0036[south/cw],1.250000,0.497000,3.141593
37,clockwise,600,1000,600,600,south,3,open_0037[south/cw],1.750000,0.497000,3.141593
38,clockwise,600,1000,600,600,north,0,open_0038[north/cw],1.250000,2.697000,0.000000
39,clockwise,600,1000,600,600,north,1,open_0039[north/cw],1.750000,2.697000,0.000000
40,clockwise,600,1000,600,600,north,2,open_0040[north/cw],1.250000,2.503000,0.000000
41,clockwise,600,1000,600,600,north,3,open_0041[north/cw],1.750000,2.503000,0.000000
42,clockwise,600,1000,600,600,north,4,open_0042[north/cw],1.250000,2.303000,0.000000
43,clockwise,600,1000,600,600,north,5,open_0043[north/cw],1.750000,2.303000,0.000000
44,clockwise,600,1000,600,600,east,0,open_0044[east/cw],2.697000,1.250000,-1.570796
45,clockwise,600,1000,600,600,east,1,open_0045[east/cw],2.697000,1.750000,-1.570796
46,clockwise,600,1000,600,600,east,2,open_0046[east/cw],2.503000,1.250000,-1.570796
47,clockwise,600,1000,600,600,east,3,open_0047[east/cw],2.503000,1.750000,-1.570796
48,clockwise,600,1000,600,600,west,0,open_0048[west/cw],0.303000,1.250000,1.570796
49,clockwise,600,1000,600,600,west,1,open_0049[west/cw],0.303000,1.750000,1.570796
50,clockwise,600,1000,600,600,west,2,open_0050[west/cw],0.497000,1.250000,1.570796
51,clockwise,600,1000,600,600,west,3,open_0051[west/cw],0.497000,1.750000,1.570796
52,clockwise,1000,1000,600,600,south,0,open_0052[south/cw],1.250000,0.303000,3.141593
53,clockwise,1000,1000,600,600,south,1,open_0053[south/cw],1.750000,0.303000,3.141593
54,clockwise,1000,1000,600,600,south,2,open_0054[south/cw],1.250000,0.497000,3.141593
55,clockwise,1000,1000,600,600,south,3,open_0055[south/cw],1.750000,0.497000,3.141593
56,clockwise,1000,1000,600,600,south,4,open_0056[south/cw],1.250000,0.697000,3.141593
57,clockwise,1000,1000,600,600,south,5,open_0057[south/cw],1.750000,0.697000,3.141593
58,clockwise,1000,1000,600,600,north,0,open_0058[north/cw],1.250000,2.697000,0.000000
59,clockwise,1000,1000,600,600,north,1,open_0059[north/cw],1.750000,2.697000,0.000000
60,clockwise,1000,1000,600,600,north,2,open_0060[north/cw],1.250000,2.503000,0.000000
61,clockwise,1000,1000,600,600,north,3,open_0061[north/cw],1.750000,2.503000,0.000000
62,clockwise,1000,1000,600,600,north,4,open_0062[north/cw],1.250000,2.303000,0.000000
63,clockwise,1000,1000,600,600,north,5,open_0063[north/cw],1.750000,2.303000,0.000000
64,clockwise,1000,1000,600,600,east,0,open_0064[east/cw],2.697000,1.250000,-1.570796
65,clockwise,1000,1000,600,600,east,1,open_0065[east/cw],2.697000,1.750000,-1.570796
66,clockwise,1000,1000,600,600,east,2,open_0066[east/cw],2.503000,1.250000,-1.570796
67,clockwise,1000,1000,600,600,east,3,open_0067[east/cw],2.503000,1.750000,-1.570796
68,clockwise,1000,1000,600,600,west,0,open_0068[west/cw],0.303000,1.250000,1.570796
69,clockwise,1000,1000,600,600,west,1,open_0069[west/cw],0.303000,1.750000,1.570796
70,clockwise,1000,1000,600,600,west,2,open_0070[west/cw],0.497000,1.250000,1.570796
